DATE_timestamp_week;slope_Temp;slope_Irrad;intercept;minimum
0;-59.748201438848916;-1157.709030872326;1227.7988673979394;205.7762910029964
1;-60.126696832579185;-899.3467278424004;1209.5632746144377;185.90431361289768
10;-60.18115942028986;-517.291569728749;1125.048395599611;181.9828563248514
100;-62.16417910447761;-1203.262117934649;1085.2557329690592;193.82672678898902
101;-60.0752587017874;-1097.7819244679276;1056.091593843443;194.90457391802454
102;-61.25237191650854;-970.1673998090129;1014.9387444036026;191.1767899315284
103;-59.866028708133975;-842.5295715965489;1010.9527086819236;178.9968497544745
104;-60.38610038610039;-1107.642420509991;1023.1578954969453;160.00886469151502
105;-60.7378640776699;-173.54648775370183;1042.36622314748;160.7840680146052
106;-61.09375000000001;-895.0410238870294;1059.8577073083652;173.99606812806485
107;-61.45383104125736;-429.2668326659452;1163.1894205023575;169.99766620366702
108;-61.81818181818181;-423.9421063998199;1215.6921090198794;168.30590802052265
109;-62.06349206349206;-728.1825643443462;1192.1564438254472;174.31181947317336
11;-59.53405017921146;-1128.2353161243857;1100.8715799056386;181.99999996947102
110;-62.31075697211155;-1119.6416862656163;1165.7696641013906;174.9901832223435
111;-62.56;-1473.6467199208903;1119.5647956777536;174.99353601171129
112;-78.63453815261045;-1629.1889692960885;1329.4425543113928;174.00051341751973
113;-72.1852970795569;-648.5370795108303;1237.3090111741044;171.97568220229536
114;-72.4040404040404;-4.786709324040906;1281.5644325010996;170.99990846119877
115;-65.8966565349544;-378.37850790261075;1190.7570337139048;169.63488612013987
116;-67.07317073170731;-306.83925436952353;1181.9744683167628;165.51870620457635
117;-65.0;-799.2492604513541;1203.8008439073103;145.00230244065125
118;-63.64754098360656;-410.4632346390939;1172.8257431976324;163.12684693236454
119;-63.90946502057613;-1111.444674756077;1057.1171623764276;167.9735040553313
12;-59.78723404255319;-1004.778957719724;1104.1266217169155;174.00750228653493
120;-64.17355371900827;-767.0167954484654;1047.5145888699763;180.03932440161674
121;-65.29896907216495;-124.19607843137256;1204.265771130012;181.72040183916053
122;-69.67078189300412;-66.39215686274508;1273.1323514068865;182.00139859486873
123;-71.02669404517454;-45.21568627450981;1289.4335574953063;180.9999989454333
124;-73.27868852459015;-35.05882352941175;1342.5014363108535;183.99811690662727
125;-76.72396359959556;-4.921218096842532;1399.6555645365038;183.94282389431
126;-75.72854291417165;-2.916797962666558;1379.4695048934927;181.00914767884353
127;-74.75862068965517;-2.055600417269654;1382.5338599008408;181.09967706063006
128;-87.00389105058366;-0.7881976073159074;1434.6185994581874;181.1077432088352
129;-81.80249280920422;-3.570333539040485;1495.7520156287242;179.10665392116027
13;-60.53859964093357;-1517.1667769545907;1102.3003104862871;185.00501150384903
130;-80.64272211720227;-2.5815784738250023;1597.162914211353;185.7205413421576
131;-75.67567567567568;-1.6553143142024822;1581.6309896109499;184.62535192337623
132;-71.72794117647058;-1.598801868844911;1599.8771197593132;182.5500431744221
133;-64.41366574330563;-2.2627666179777273;1665.3184662770323;189.75976808906356
134;-61.1317254174397;-1.0438597884677807;1549.7839364235194;142.00843239010436
135;-68.27397260273973;-0.6795290788833106;1566.383428930283;135.0000680286063
136;-68.74551971326164;-0.38940996561322755;1489.925841726933;119.51589215268869
137;-58.03163444639719;-0.45384590506144257;1397.442072326858;115.24930073935917
138;-73.72413793103448;0.0;1449.403480358452;123.26888344597242
139;-72.35194585448393;-1.3132449134381756e-05;1446.2489301943538;111.27547535427964
14;-61.30909090909091;-1177.7800644629328;1055.036628272222;170.9644759071474
140;-71.02990033222592;-3.755228939552682e-18;1448.4136629203222;91.93377329486141
141;-61.62428219852338;-0.1882012501515295;1416.8934411252912;128.95629763034145
142;-51.11831442463533;-0.34796547982894466;1361.6907343012474;115.1225108636015
143;-50.50440352281825;-0.34696017682745833;1370.9566877465659;110.76496364501406
144;-49.905063291139236;-0.3517091348969053;1384.2243562417889;111.64991949014528
145;-49.4909945184025;-0.31443423365052114;1382.5344908084257;101.44047393385257
146;-48.992248062015506;-0.1071549024744067;1250.2892214047679;73.01400125663706
147;-46.27782041442824;-0.1774905283124699;1263.8673829652732;68.46024099516393
148;-45.82066869300912;-0.1890201551159653;1279.4075516950047;68.49496265441937
149;-46.76737160120847;-0.14772354905368393;1274.5778631263533;72.99473173887723
